index,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales,Unassigned;__;__;__,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales
B2-16s,1555.0,1815.0,266.0,130.0,88.0
