index,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae,Unassigned;__;__;__;__,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae
B2-16s,1555.0,1815.0,266.0,130.0,88.0
