index,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria,k__Bacteria;p__Bacteroidota;c__Bacteroidia,Unassigned;__;__,k__Bacteria;p__Bacillota;c__Negativicutes,k__Bacteria;p__Bacillota;c__Clostridia,k__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria,k__Bacteria;p__Actinomycetota;c__Coriobacteriia
B1-16s,518.0,1072.0,1970.0,385.0,169.0,107.0,103.0,57.0
