index,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Unassigned;__;__;__,k__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales,k__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales,k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales
B1-16s,518.0,1072.0,1970.0,385.0,169.0,107.0,103.0,57.0
