index,k__Bacteria;p__Pseudomonadota,k__Bacteria;p__Bacteroidota,Unassigned;__,k__Bacteria;p__Bacillota,k__Bacteria;p__Campylobacterota,k__Bacteria;p__Actinomycetota
B1-16s,621.0,1072.0,1970.0,554.0,107.0,57.0
